,Sample.Name,Phylum,Class,Order,Family,Genus,Normalized.Counts
6161,FS906_80_TP1_13H,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,0.009482184
6200,FS906_80_TP1_13L,Aquificae,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,0.004529263
6204,FS906_80_TP1_13L,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,2.914856643
6205,FS906_80_TP1_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Balnearium,0.026545422
6206,FS906_80_TP1_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,59.37558
6207,FS906_80_TP1_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,17.50703045
6208,FS906_80_TP1_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,10.45708439
6209,FS906_80_TP1_13L,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,0.055650862
6211,FS906_80_TP1_13L,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,8.921457355
6220,FS906_80_TP1_13L,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcales_unclassified,Desulfurococcales_unclassified,0.003603718
6225,FS906_80_TP1_13L,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrodictium,0.005553271
6247,FS906_80_TP1_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,0.035180561
6249,FS906_80_TP1_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,0.00357418
6250,FS906_80_TP1_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,0.010387767
6253,FS906_80_TP1_13L,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,0.481598539
6255,FS906_80_TP1_13L,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,0.007955749
6258,FS906_80_TP1_13L,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,0.014414873
6261,FS906_80_TP1_13L,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,0.160897156
6267,FS906_80_TP1_13L,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,0.00401726
6271,FS906_80_TP1_13L,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,0.004962497
6305,FS906_80_TP1_13L,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacteriaceae_unclassified,0.005120037
6354,FS906_RNA_CCTTCA_L004_RUN2,Annelida,Polychaeta,Polychaeta_unclassified,Polychaeta_unclassified,Polychaeta_unclassified,0.097318568
6355,FS906_RNA_CCTTCA_L004_RUN2,Annelida,Polychaeta,Sabellida,Sabellida_fa,Sabellida_ge,0.03669695
6356,FS906_RNA_CCTTCA_L004_RUN2,Annelida,Polychaeta,Terebellida,Terebellida_fa,Terebellida_ge,0.195073263
6361,FS906_RNA_CCTTCA_L004_RUN2,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,0.048970803
6362,FS906_RNA_CCTTCA_L004_RUN2,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,0.149716081
6363,FS906_RNA_CCTTCA_L004_RUN2,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,0.118937994
6365,FS906_RNA_CCTTCA_L004_RUN2,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,0.33787362
6371,FS906_RNA_CCTTCA_L004_RUN2,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,10.00767583
6377,FS906_RNA_CCTTCA_L004_RUN2,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Carboxylicivirga,0.03065348
6382,FS906_RNA_CCTTCA_L004_RUN2,Bacteroidetes,Bacteroidia,Bacteroidetes_VC2.1_Bac22,Bacteroidetes_VC2.1_Bac22_fa,Bacteroidetes_VC2.1_Bac22_ge,0.025482263
6383,FS906_RNA_CCTTCA_L004_RUN2,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,0.144420257
6397,FS906_RNA_CCTTCA_L004_RUN2,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriales_unclassified,Flavobacteriales_unclassified,0.023737756
6412,FS906_RNA_CCTTCA_L004_RUN2,Chloroflexi,Anaerolineae,Anaerolineae_unclassified,Anaerolineae_unclassified,Anaerolineae_unclassified,0.23563305
6413,FS906_RNA_CCTTCA_L004_RUN2,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae_unclassified,0.024111579
6414,FS906_RNA_CCTTCA_L004_RUN2,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea,0.078066688
6416,FS906_RNA_CCTTCA_L004_RUN2,Chloroflexi,Anaerolineae,Ardenticatenales,uncultured,uncultured_ge,0.044734143
6430,FS906_RNA_CCTTCA_L004_RUN2,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified,0.023363933
6435,FS906_RNA_CCTTCA_L004_RUN2,Cloacimonetes,Cloacimonadia,Cloacimonadales,Cloacimonadales_unclassified,Cloacimonadales_unclassified,0.02348854
6436,FS906_RNA_CCTTCA_L004_RUN2,Cloacimonetes,Cloacimonadia,Cloacimonadales,MSBL8,MSBL8_ge,0.027351377
6450,FS906_RNA_CCTTCA_L004_RUN2,Dependentiae,Babeliae,Babeliales,Babeliales_unclassified,Babeliales_unclassified,0.0847955
6459,FS906_RNA_CCTTCA_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,1.629058004
6461,FS906_RNA_CCTTCA_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,1.621394634
6465,FS906_RNA_CCTTCA_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Helicobacteraceae,uncultured,0.039749838
6466,FS906_RNA_CCTTCA_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,0.189777438
6468,FS906_RNA_CCTTCA_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,0.092396566
6471,FS906_RNA_CCTTCA_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,0.079001245
6472,FS906_RNA_CCTTCA_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor,0.089094464
6473,FS906_RNA_CCTTCA_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovaceae_unclassified,0.125417591
6474,FS906_RNA_CCTTCA_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,1.072248757
6476,FS906_RNA_CCTTCA_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,0.826647095
6478,FS906_RNA_CCTTCA_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Thiovulum,0.026292212
6479,FS906_RNA_CCTTCA_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,0.148096182
6482,FS906_RNA_CCTTCA_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,0.128408175
6484,FS906_RNA_CCTTCA_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,0.642352393
6485,FS906_RNA_CCTTCA_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,0.487838917
6486,FS906_RNA_CCTTCA_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,0.191833464
6491,FS906_RNA_CCTTCA_L004_RUN2,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,58.26578561
6494,FS906_RNA_CCTTCA_L004_RUN2,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,0.029220492
6495,FS906_RNA_CCTTCA_L004_RUN2,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,0.184543917
6496,FS906_RNA_CCTTCA_L004_RUN2,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcaceae_unclassified,0.961784082
6497,FS906_RNA_CCTTCA_L004_RUN2,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,9.268752516
6498,FS906_RNA_CCTTCA_L004_RUN2,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,3.593684386
6499,FS906_RNA_CCTTCA_L004_RUN2,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,0.041556649
6506,FS906_RNA_CCTTCA_L004_RUN2,Euryarchaeota,Thermoplasmata,Marine_Benthic_Group_D_and_DHVEG-1,Marine_Benthic_Group_D_and_DHVEG-1_fa,Marine_Benthic_Group_D_and_DHVEG-1_ge,0.093331124
6508,FS906_RNA_CCTTCA_L004_RUN2,Euryarchaeota,Thermoplasmata,Marine_Group_III,Marine_Group_III_fa,Marine_Group_III_ge,0.024236186
6510,FS906_RNA_CCTTCA_L004_RUN2,Euryarchaeota,Thermoplasmata,Thermoplasmata_unclassified,Thermoplasmata_unclassified,Thermoplasmata_unclassified,0.039562926
6523,FS906_RNA_CCTTCA_L004_RUN2,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Psychrilyobacter,0.028099023
6529,FS906_RNA_CCTTCA_L004_RUN2,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,R76-B128,0.039189103
6535,FS906_RNA_CCTTCA_L004_RUN2,Lentisphaerae,Lentisphaerae_unclassified,Lentisphaerae_unclassified,Lentisphaerae_unclassified,Lentisphaerae_unclassified,0.040185964
6539,FS906_RNA_CCTTCA_L004_RUN2,Lentisphaerae,Lentisphaeria,Victivallales,BD2-3,BD2-3_ge,0.072583951
6547,FS906_RNA_CCTTCA_L004_RUN2,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade)_cl,Marinimicrobia_(SAR406_clade)_or,Marinimicrobia_(SAR406_clade)_fa,Marinimicrobia_(SAR406_clade)_ge,0.031588037
6550,FS906_RNA_CCTTCA_L004_RUN2,Nanoarchaeaeota,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,0.041120522
6552,FS906_RNA_CCTTCA_L004_RUN2,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.553071018
6560,FS906_RNA_CCTTCA_L004_RUN2,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1)_fa,Absconditabacteriales_(SR1)_ge,0.030030442
6563,FS906_RNA_CCTTCA_L004_RUN2,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22_fa,JGI_0000069-P22_ge,0.105293457
6585,FS906_RNA_CCTTCA_L004_RUN2,Planctomycetes,Pla3_lineage,Pla3_lineage_or,Pla3_lineage_fa,Pla3_lineage_ge,0.044048801
6591,FS906_RNA_CCTTCA_L004_RUN2,Planctomycetes,Planctomycetes_unclassified,Planctomycetes_unclassified,Planctomycetes_unclassified,Planctomycetes_unclassified,0.054827362
6607,FS906_RNA_CCTTCA_L004_RUN2,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria_ge,0.205353394
6620,FS906_RNA_CCTTCA_L004_RUN2,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,0.507713836
6622,FS906_RNA_CCTTCA_L004_RUN2,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans,0.108907079
6624,FS906_RNA_CCTTCA_L004_RUN2,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacteraceae_unclassified,0.821849701
6625,FS906_RNA_CCTTCA_L004_RUN2,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacterium,0.031525733
6635,FS906_RNA_CCTTCA_L004_RUN2,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,0.119498728
6636,FS906_RNA_CCTTCA_L004_RUN2,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,0.053145159
6643,FS906_RNA_CCTTCA_L004_RUN2,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfohalobiaceae_unclassified,1.457099458
6645,FS906_RNA_CCTTCA_L004_RUN2,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfonauticus,0.792379993
6646,FS906_RNA_CCTTCA_L004_RUN2,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfothermus,0.358309274
6647,FS906_RNA_CCTTCA_L004_RUN2,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfovermiculus,0.193204148
6648,FS906_RNA_CCTTCA_L004_RUN2,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,0.055637312
6650,FS906_RNA_CCTTCA_L004_RUN2,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionales_unclassified,Desulfovibrionales_unclassified,0.552261068
6663,FS906_RNA_CCTTCA_L004_RUN2,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B)_fa,SAR324_clade(Marine_group_B)_ge,0.033581759
6667,FS906_RNA_CCTTCA_L004_RUN2,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacteriaceae_unclassified,0.062490732
6679,FS906_RNA_CCTTCA_L004_RUN2,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,0.030964999
6682,FS906_RNA_CCTTCA_L004_RUN2,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Beggiatoaceae_unclassified,0.037382293
6683,FS906_RNA_CCTTCA_L004_RUN2,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Candidatus_Marithioploca,0.030279657
6684,FS906_RNA_CCTTCA_L004_RUN2,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Candidatus_Marithrix,0.051462956
6705,FS906_RNA_CCTTCA_L004_RUN2,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,0.217378031
6719,FS906_RNA_CCTTCA_L004_RUN2,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,0.052397513
6720,FS906_RNA_CCTTCA_L004_RUN2,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobaceae_unclassified,0.180307258
6729,FS906_RNA_CCTTCA_L004_RUN2,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,1.033620388
6736,FS906_RNA_CCTTCA_L004_RUN2,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaetaceae_unclassified,0.035263963
6746,FS906_RNA_CCTTCA_L004_RUN2,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge,0.040746699
6750,FS906_RNA_CCTTCA_L004_RUN2,Thermotogae,Thermotogae,Mesoaciditogales,Mesoaciditogaceae,uncultured,0.215945043
6751,FS906_RNA_CCTTCA_L004_RUN2,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga,0.031089607
6785,FS906_RNA_CCTTCA_L004,Annelida,Polychaeta,Polychaeta_unclassified,Polychaeta_unclassified,Polychaeta_unclassified,0.194536169
6787,FS906_RNA_CCTTCA_L004,Annelida,Polychaeta,Terebellida,Terebellida_fa,Terebellida_ge,0.303577335
6789,FS906_RNA_CCTTCA_L004,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,0.055221362
6790,FS906_RNA_CCTTCA_L004,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,0.15501225
6791,FS906_RNA_CCTTCA_L004,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,0.104696339
6793,FS906_RNA_CCTTCA_L004,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,0.248496129
6798,FS906_RNA_CCTTCA_L004,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,8.741093103
6809,FS906_RNA_CCTTCA_L004,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,0.172531717
6836,FS906_RNA_CCTTCA_L004,Chloroflexi,Anaerolineae,Anaerolineae_unclassified,Anaerolineae_unclassified,Anaerolineae_unclassified,0.364825394
6838,FS906_RNA_CCTTCA_L004,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea,0.090120142
6876,FS906_RNA_CCTTCA_L004,Dependentiae,Babeliae,Babeliales,Babeliales_unclassified,Babeliales_unclassified,0.100912134
6883,FS906_RNA_CCTTCA_L004,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,1.590627505
6885,FS906_RNA_CCTTCA_L004,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,1.74381773
6890,FS906_RNA_CCTTCA_L004,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,0.229855415
6892,FS906_RNA_CCTTCA_L004,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,0.106658519
6895,FS906_RNA_CCTTCA_L004,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,0.077365969
6896,FS906_RNA_CCTTCA_L004,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor,0.091101232
6897,FS906_RNA_CCTTCA_L004,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovaceae_unclassified,0.168327045
6898,FS906_RNA_CCTTCA_L004,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,1.011644139
6900,FS906_RNA_CCTTCA_L004,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,0.895034562
6903,FS906_RNA_CCTTCA_L004,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,0.160478324
6906,FS906_RNA_CCTTCA_L004,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,0.129223593
6908,FS906_RNA_CCTTCA_L004,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,0.67527036
6909,FS906_RNA_CCTTCA_L004,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,0.497412725
6910,FS906_RNA_CCTTCA_L004,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,0.180380439
6916,FS906_RNA_CCTTCA_L004,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,56.46944885
6920,FS906_RNA_CCTTCA_L004,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,0.187668537
6921,FS906_RNA_CCTTCA_L004,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcaceae_unclassified,0.989359376
6922,FS906_RNA_CCTTCA_L004,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,9.706626003
6923,FS906_RNA_CCTTCA_L004,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,3.596676627
6929,FS906_RNA_CCTTCA_L004,Euryarchaeota,Thermoplasmata,Marine_Benthic_Group_D_and_DHVEG-1,Marine_Benthic_Group_D_and_DHVEG-1_fa,Marine_Benthic_Group_D_and_DHVEG-1_ge,0.100771978
6957,FS906_RNA_CCTTCA_L004,Lentisphaerae,Lentisphaeria,Victivallales,BD2-3,BD2-3_ge,0.063630706
6968,FS906_RNA_CCTTCA_L004,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,0.64499672
6977,FS906_RNA_CCTTCA_L004,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22_fa,JGI_0000069-P22_ge,0.085635158
7019,FS906_RNA_CCTTCA_L004,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria_ge,0.325161319
7030,FS906_RNA_CCTTCA_L004,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,0.626776474
7033,FS906_RNA_CCTTCA_L004,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans,0.110442724
7035,FS906_RNA_CCTTCA_L004,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacteraceae_unclassified,0.642754228
7046,FS906_RNA_CCTTCA_L004,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,0.157114586
7047,FS906_RNA_CCTTCA_L004,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,0.058444944
7052,FS906_RNA_CCTTCA_L004,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfohalobiaceae_unclassified,3.166398502
7053,FS906_RNA_CCTTCA_L004,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfonauticus,1.562316046
7054,FS906_RNA_CCTTCA_L004,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfothermus,0.335252533
7055,FS906_RNA_CCTTCA_L004,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfovermiculus,0.188929939
7056,FS906_RNA_CCTTCA_L004,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,0.05760401
7058,FS906_RNA_CCTTCA_L004,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionales_unclassified,Desulfovibrionales_unclassified,0.634064573
7073,FS906_RNA_CCTTCA_L004,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacteriaceae_unclassified,0.074843166
7089,FS906_RNA_CCTTCA_L004,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Candidatus_Marithrix,0.058725256
7110,FS906_RNA_CCTTCA_L004,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,0.239806473
